"city","country","roundabout_count"
"Capalaba","Australia",2
"Cape Breton","Canada",2
"Cape Charles","United States",2
"Capitol Heights","United States",2
"Carbondale","United States",2
"Carey Park","Australia",2
"Carina Heights","Australia",2
"Carlisle","United States",2
"Carlow","Ireland",2
"Carlton","Australia",2
"Carlton North","Australia",2
"Carnarvon","Australia",2
"Carnes Hill","Australia",2
"Carver Square","United States",2
"Casa Grande","United States",2
"Cascais","Portugal",2
"Cashmere","United States",2
"Casselberry","United States",2
"Castaic","United States",2
"Castilblanco de los Arroyos","Spain",2
"Castilla","Peru",2
"Castlebar","Ireland",2
"Castleford Central","United Kingdom",2
"Castropol","Spain",2
"Catalina Lakes","United States",2
"Caurel","France",2
"Caxias","Portugal",2
"Cedar City","United States",2
"Cedar Hills","United States",2
"Cedar Lake Township","United States",2
"Celebration Pointe","United States",2
"Central Banjarmasin","Indonesia",2
"Cessnock","Australia",2
"Cesson-Sévigné","France",2
"Champlain","United States",2
"Chandigarh","India",2
"Chandler","United States",2
"Chantilly","United States",2
"Chapultepec Country","Mexico",2
"Charnwood","Australia",2
"Chelsfield & Pratts Bottom","United Kingdom",2
"Chemainus","Canada",2
"Chester-le-Street","United Kingdom",2
"Chimney Lakes","United States",2
"Chincha Alta","Peru",2
"Chincoteague","United States",2
"Chineham","United Kingdom",2
"Chişinău","Moldova",2
"Christies Beach","Australia",2
"Cincinnati","United States",2
"City Centre","United Kingdom",2
"Claremont","Australia",2
"Claremont","United States",2
"Clarkston","United States",2
"Cle Elum","United States",2
"Clear Island Waters","Australia",2
"Clinton","Australia",2
"Cloncurry","Australia",2
"Clonee","Ireland",2
"Clontarf ","Australia",2
"Clothiers Creek","Australia",2
"Cloverly","United States",2
"Clyde North","Australia",2
"Clyde River","Canada",2
"Coatesville","United States",2
"Coblenz","Germany",2
"Cobourg","Canada",2
"Coconut Grove","United States",2
"Collingwood","Canada",2
"Colnbrook","United Kingdom",2
"Colne","United Kingdom",2
"Cologne","Germany",2
"Columbine","United States",2
"Colville","United States",2
"Commerce","United States",2
"Congleton","United Kingdom",2
"Conover","United States",2
"Cooroy","Australia",2
"Coquitlam","Canada",2
"Coral Springs","United States",2
"Coral Terrace","United States",2
"Corbridge","United Kingdom",2
"Cordes Junction","United States",2
"Cordoba","Argentina",2
"Corenc","France",2
"Cornubia","Australia",2
"Corroios","Portugal",2
"Costa Mesa","United States",2
"Cottam","United Kingdom",2
"Country Club Estates","United States",2
"Coventry","United States",2
"Cozumel","Mexico",2
"Creeds","United States",2
"Creekmoor","United Kingdom",2
"Crestwood","United States",2
"Crofton","United States",2
"Cumbernauld","United Kingdom",2
"Cunnamulla","Australia",2
"Cupertino","United States",2
"Częstochowa","Poland",2
"Dairy Flat","New Zealand",2
"Dandenong","Australia",2
"Danielsville","United States",2
"Daphne","United States",2
"Dapto","Australia",2
"Darra","Australia",2
"Davenport","United States",2
"Dawesville","Australia",2
"Daytona Beach","United States",2
"De Kalb","United States",2
"De Land","United States",2
"DeForest","United States",2
"Decatur","United States",2
"Deerfield Township","United States",2
"Denham Court","Australia",2
"Derby","United Kingdom",2
"Derby","United States",2
"Destin","United States",2
"Deva","Spain",2
"Diggers Rest","Australia",2
"Djibouti","Djibouti",2
"Djugun","Australia",2
"Djursholm","Sweden",2
"Douglas","Australia",2
"Driver","Australia",2
"Driving Park","United States",2
"Drobeta-Turnu Severin","Romania",2
"Drouin","Australia",2
"Druid Hills","United States",2
"Drumree","Ireland",2
"Drysdale","Australia",2
"Dubrovnik","Croatia",2
"Duizel","Netherlands",2
"Dunajská Lužná","Slovakia",2
"Dunaújváros","Hungary",2
"Duncraig","Australia",2
"Dundee","United Kingdom",2
"Dungarvan","Ireland",2
"Dunmurry","United Kingdom",2
"Durrës","Albania",2
"Dussen","Netherlands",2
"Duxbury","United States",2
"Eagle Lake","United States",2
"Eagle Vale","Australia",2
"East Ballina","Australia",2
"East Cannington","Australia",2
"East Chicago","United States",2
"East Devonport","Australia",2
"East Gosforth","United Kingdom",2
"East Hants","Canada",2
"East Toowoomba","Australia",2
"Eastgate","United States",2
"Easton","United States",2
"Eastover","United States",2
"Eastport","United States",2
"Eden","Australia",2
"Edensor Park","Australia",2
"Edmonton","Australia",2
"Edwardsville","United States",2
"Ein Vered","Israel",2
"El Cerrito","United States",2
"El Franco","Spain",2
"Elanora","Australia",2
"Elbląg","Poland",2
"Elizabethtown","United States",2
"Elizalde","Spain",2
"Elkton","United States",2
"Ellensburg","United States",2
"Ellesmere Port","United Kingdom",2
"Ellington","United Kingdom",2
"Elora","Canada",2
"Elton","United Kingdom",2
"Emerald Hills","United States",2
"Emerald Isle","United States",2
"Emerson-Garfield","United States",2
"Emmett","United States",2
"Enebyberg","Sweden",2
"Englewood","United States",2
"Enniskillen","United Kingdom",2
"Epping","United States",2
"Erina","Australia",2
"Errenteria / Rentería","Spain",2
"Esbeek","Netherlands",2
"Escalon","United States",2
"Espargos","Cape Verde",2
"Essendon Fields","Australia",2
"Essex","United States",2
"Eumundi","Australia",2
"Eustis","United States",2
"Even Yehuda","Israel",2
"Evergreen","United States",2
"Evergrene","United States",2
"Everton Park","Australia",2
"Ewijk","Netherlands",2
"Ewing","United States",2
"Exeter","Australia",2
"Eyota","United States",2
"Fairborn","United States",2
"Fairfield Heights","Australia",2
"Fairfield Township","United States",2
"Fairlawn","United States",2
"Fairmont","United States",2
"Falagueira-Venda Nova","Portugal",2
"Falling Waters","United States",2
"Far Eastside","United States",2
"Farmersville","United States",2
"Farmington Hills","United States",2
"Faverdale","United Kingdom",2
"Felsőzsolca","Hungary",2
"Fernandina Beach","United States",2
"Finale Emilia","Italy",2
"Findlay","United States",2
"Fischamend","Austria",2
"Fitzroy North","Australia",2
"Fleetwood","United Kingdom",2
"Fletcher","Australia",2
"Folkestone","United Kingdom",2
"Folsom","United States",2
"Fontenay-sur-Eure","France",2
"Forest","United States",2
"Forest Grove","United States",2
"Fort Dix","United States",2
"Fort Lee","United States",2
"Fort McPherson","United States",2
"Fort Walton Beach","United States",2
"Forte da Casa","Portugal",2
"Fracc Monraz","Mexico",2
"Framingham","United States",2
"Frankfort","United States",2
"Frederikssund","Denmark",2
"Fredonia","United States",2
"Fremont","United States",2
"Frenchmans Creek","United States",2
"Frenchville","Australia",2
"Freshwater","Australia",2
"Fretin","France",2
"Frösön","Sweden",2
"Frýdek-Místek","Czechia",2
"Fullers Slade","United Kingdom",2
"Førde","Norway",2
"Fürstenfeld","Austria",2
"Galaţi","Romania",2
"Galt","United States",2
"Gardnerville","United States",2
"Garran","Australia",2
"Garstang","United Kingdom",2
"Gdańsk","Poland",2
"Genderen","Netherlands",2
"Genoa","Italy",2
"George Town","Cayman Islands",2
"Gerringong","Australia",2
"Gildersome","United Kingdom",2
"Gilze","Netherlands",2
"Girard","United States",2
"Girona","Spain",2
"Girvan","United Kingdom",2
"Givat Ada","Israel",2
"Givatayim","Israel",2
"Gjerstad","Norway",2
"Gjorče Petrov Municipality","North Macedonia",2
"Glasgow","United Kingdom",2
"Glastonbury","United States",2
"Gledswood Hills","Australia",2
"Glen Allen","United States",2
"Glen Burnie","United States",2
"Glen Waverley","Australia",2
"Glendenning","Australia",2
"Glenfield","Australia",2
"Glenwood","United States",2
"Gmina Mszana","Poland",2
"Godoy Cruz","Argentina",2
"Goffstown","United States",2
"Goirle","Netherlands",2
"Golborne","United Kingdom",2
"Golden Valley","United States",2
"Goleta","United States",2
"Gonzales","United States",2
"Goolwa","Australia",2
"Goondiwindi","Australia",2
"Goonellabah","Australia",2
"Gordon","Australia",2
"Gorey","Ireland",2
"Gorse Hill","United Kingdom",2
"Gorzów Wielkopolski","Poland",2
"Goshen","United States",2
"Gosnells","Australia",2
"Gossops Green","United Kingdom",2
"Grand Falls-Windsor","Canada",2
"Grange","Australia",2
"Grantsville","United States",2
"Grappenhall","United Kingdom",2
"Graz","Austria",2
"Great Plumstead","United Kingdom",2
"Green Point","Australia",2
"Greenacres","United States",2
"Greenhithe","United Kingdom",2
"Greensburg","United States",2
"Greer","United States",2
"Grenfell","Australia",2
"Grenå","Denmark",2
"Gretna","United States",2
"Greve","Denmark",2
"Grevenmacher","Luxembourg",2
"Greystones","Ireland",2
"Grimes","United States",2
"Grodno City Council","Belarus",2
"Guadalajara","Mexico",2
"Gulfport","United States",2
"Gunnilse","Sweden",2
"Guyton","United States",2
"Gypsum","United States",2
"Gyöngyös","Hungary",2
"Görlitz","Germany",2
"Habonim","Israel",2
"Hagalund","Sweden",2
"Hales Corners","United States",2
"Hallonbergen","Sweden",2
"Halstenbek","Germany",2
"Hamar","Norway",2
"Handforth","United Kingdom",2
"Hanford","United States",2
"Happy Valley","United States",2
"Harbor Village","United States",2
"Harbour Isle at Hutchinson Island","United States",2
"Harrington","Australia",2
"Harrisonburg","United States",2
"Hartford","United States",2
"Hartville","United States",2
"Haslet","United States",2
"Hatley Canton","Canada",2
"Hawera","New Zealand",2
"Haywards Bay","Australia",2
"Headingley","Canada",2
"Heath","United Kingdom",2
"Heatley","Australia",2
"Hebron","United States",2
"Hegyeshalom","Hungary",2
"Helston","United Kingdom",2
"Herculaneum","United States",2
"Hercules","United States",2
"Herning","Denmark",2
"Herons Creek","Australia",2
"Herzliya","Israel",2
"Hickory","United States",2
"Hickstead","United Kingdom",2
"Higashimatsushima City","Japan",2
"High River","Canada",2
"Highland Beach","United States",2
"Highland Heights","United States",2
"Highton","Australia",2
"Highwoods","United Kingdom",2
"Hillvue","Australia",2
"Hilvarenbeek","Netherlands",2
"Hlohovec","Slovakia",2
"Hochleithen","Austria",2
"Hocking","Australia",2
"Hoffman Estates","United States",2
"Hofors","Sweden",2
"Hokksund","Norway",2
"Holbæk","Denmark",2
"Hollister","United States",2
"Holyhead","United Kingdom",2
"Homer","United States",2
"Homer Glen","United States",2
"Hoover","United States",2
"Hope Island","Australia",2
"Hope Mills","United States",2
"Hoppers Crossing","Australia",2
"Hornsby","Australia",2
"Horotiu","New Zealand",2
"Horseheads","United States",2
"Horsham Downs","New Zealand",2
"Hoschton","United States",2
"Hovsta","Sweden",2
"Hrdějovice","Czechia",2
"Huddersfield","United Kingdom",2
"Hughesville","United States",2
"Huittinen","Finland",2
"Hundorp","Norway",2
"Hunterview","Australia",2
"Hunts Point","United States",2
"Huvudsta","Sweden",2
"Hyde Park","United States",2
"Hythe","United Kingdom",2
"Hägernäs","Sweden",2
"IJpecolsga","Netherlands",2
"Ica","Peru",2
"Ii","Finland",2
"Iida City","Japan",2
"Ijamsville","United States",2
"Iklin (Malta)","Malta",2
"Ince-in-Makerfield","United Kingdom",2
"Indian Lake","United States",2
"Ingarö","Sweden",2
"Ingersoll","Canada",2
"Ingleby Barwick","United Kingdom",2
"Inlet Beach","United States",2
"Innsbruck","Austria",2
"Inver Grove Heights","United States",2
"Inverkeithing","United Kingdom",2
"Inverness","United States",2
"Ioannina","Greece",2
"Irvine","United Kingdom",2
"Ishpeming","United States",2
"Ivano-Frankivska miska hromada","Ukraine",2
"Iztapalapa","Mexico",2
"Izumrudnivska silska rada","Ukraine",2
"Jardia","Portugal",2
"Jenks","United States",2
"Jersey City","United States",2
"Jesenice","Slovenia",2
"Jesús María","Peru",2
"Johnson City","United States",2
"Johnston","Australia",2
"Jokkmokk","Sweden",2
"Joliet","United States",2
"Joyce Green","United Kingdom",2
"Jyväskylä","Finland",2
"Kaitaia","New Zealand",2
"Kalajoki","Finland",2
"Kalamunda","Australia",2
"Kaliningrad","Russia",2
"Kalininskiy","Russia",2
"Kandalaksha","Russia",2
"Kansk","Russia",2
"Kapaa","United States",2
"Karlsruhe","Germany",2
"Karuizawa Town","Japan",2
"Kaunas","Lithuania",2
"Kazincbarcika","Hungary",2
"Kealakekua","United States",2
"Kearns","Australia",2
"Keila","Estonia",2
"Keilor Downs","Australia",2
"Keko","Tanzania",2
"Kelang","Malaysia",2
"Kells","Ireland",2
"Kelly Plantation","United States",2
"Kellyville Ridge","Australia",2
"Kelso","Australia",2
"Kenmore","Australia",2
"Kennett Square","United States",2
"Kenora","Canada",2
"Kerava","Finland",2
"Kerch","Ukraine",2
"Khaniá","Greece",2
"Khanty-Mansiysk","Russia",2
"Kharkiv","Ukraine",2
"Kholmsk","Russia",2
"Khustska miska hromada","Ukraine",2
"Kiel","United States",2
"Kihei","United States",2
"Kikinda","Serbia",2
"Kikuyu","Tanzania",2
"Kill Devil Hills","United States",2
"Killingworth","United Kingdom",2
"Kings Beach","Australia",2
"Kings Beach","United States",2
"Kings Langley","Australia",2
"Kings Meadows","United Kingdom",2
"Kings Mountain","United States",2
"Kingswood","Australia",2
"Kirkintilloch","United Kingdom",2
"Kirkleatham","United Kingdom",2
"Kiselyovsk","Russia",2
"Kista","Sweden",2
"Klagshamn","Sweden",2
"Klamath Falls","United States",2
"Kleppestø","Norway",2
"Kobe","Japan",2
"Kohler","United States",2
"Kohtla-Järve","Estonia",2
"Kokomo","United States",2
"Kongens Lyngby","Denmark",2
"Kongsvinger","Norway",2
"Koper","Slovenia",2
"Koprivnica","Croatia",2
"Kostrzyń","Poland",2
"Kouvola","Finland",2
"Kozina","Slovenia",2
"Kristiansand","Norway",2
"Kristiansund","Norway",2
"Kropswolde","Netherlands",2
"Krosno","Poland",2
"Kulikovo","Russia",2
"Kumeu","New Zealand",2
"Kurikka","Finland",2
"Kyrenia","Cyprus",2
"La Maxe","France",2
"La Pêche","Canada",2
"LaGrange","United States",2
"Labrador","Australia",2
"Laddonia","United States",2
"Ladysmith","United States",2
"Lage Mierde","Netherlands",2
"Lagos","Portugal",2
"Lake Geneva","United States",2
"Lake Haven","Australia",2
"Lake Oswego","United States",2
"Lake Ozark","United States",2
"Lake Point","United States",2
"Lake Villa","United States",2
"Lakehurst","United States",2
"Lakes of Mount Dora","United States",2
"Lakeshore","Canada",2
"Lakeview North","United States",2
"Lancaster","United Kingdom",2
"Langenhagen","Germany",2
"Langworthy","United Kingdom",2
"Lannon","United States",2
"Lansing Township","United States",2
"Lantana","United States",2
"Larkhall","United Kingdom",2
"Larvik","Norway",2
"Lasarte","Spain",2
"Latham","United States",2
"Latrobe","Australia",2
"Lauria","Italy",2
"Laurinburg","United States",2
"Lausanne","Switzerland",2
"Lavradio","Portugal",2
"Le Boulou","France",2
"Leamington","New Zealand",2
"Ledgeview","United States",2
"Leek Wootton","United Kingdom",2
"Leende","Netherlands",2
"Leesville","United States",2
"Leichhardt","Australia",2
"Lena","Norway",2
"Lennox Head","Australia",2
"Leoben","Austria",2
"Leongatha","Australia",2
"Leppington","Australia",2
"Lesménils","France",2
"Letterkenny","Ireland",2
"Leumeah","Australia",2
"Lexington Park","United States",2
"Lezo","Spain",2
"Lighthouse Point","United States",2
"Lilburn","United States",2
"Lilla Ursvik","Sweden",2
"Limhamn","Sweden",2
"Lincoln","New Zealand",2
"Lindesberg","Sweden",2
"Lindisfarne","Australia",2
"Lingelstown","United States",2
"Linglestown","United States",2
"Lino Lakes","United States",2
"Linwood","United Kingdom",2
"Lisbon","Portugal",2
"Lisburn","United Kingdom",2
"Ljungsbro","Sweden",2
"Llandilo","Australia",2
"Lo Barnechea","Chile",2
"Lochend","United Kingdom",2
"Loma Vista","United States",2
"Londonderry","United Kingdom",2
"Londontowne","United States",2
"Long Sault","Canada",2
"Longbridge","United Kingdom",2
"Lorain","United States",2
"Los Alamos","United States",2
"Los Olivos","Peru",2
"Lower Makefield","United States",2
"Lowestoft","United Kingdom",2
"Lublin","Poland",2
"Lucé","France",2
"Ludza","Latvia",2
"Lusby","United States",2
"Lužice","Czechia",2
"Lymm","United Kingdom",2
"Lyneham","Australia",2
"Lárisa","Greece",2
"L’Annonciation","Canada",2
"Maasland","Netherlands",2
"Macgregor","Australia",2
"Macksville","Australia",2
"Maddingley","Australia",2
"Madeley","Australia",2
"Madras","United States",2
"Magadan","Russia",2
"Magheraboy","Ireland",2
